file,class
distractor1_img_133.npy,0
distractor1_img_134.npy,0
distractor1_img_135.npy,0
distractor1_img_136.npy,0
distractor1_img_137.npy,0
distractor1_img_138.npy,0
distractor1_img_139.npy,0
distractor1_img_140.npy,0
distractor1_img_141.npy,0
distractor1_img_142.npy,0
distractor1_img_143.npy,0
distractor1_img_144.npy,0
distractor1_img_145.npy,0
distractor1_img_146.npy,0
distractor1_img_147.npy,0
distractor1_img_148.npy,0
distractor1_img_149.npy,0
distractor1_img_150.npy,0
distractor1_img_151.npy,0
distractor1_img_152.npy,0
distractor1_img_153.npy,0
distractor1_img_154.npy,0
distractor1_img_155.npy,0
distractor1_img_156.npy,0
distractor1_img_157.npy,0
distractor1_img_158.npy,0
distractor1_img_159.npy,0
distractor1_img_160.npy,0
distractor1_img_161.npy,0
distractor1_img_162.npy,0
distractor1_img_163.npy,0
distractor1_img_164.npy,0
distractor1_img_165.npy,0
distractor1_img_166.npy,0
distractor1_img_167.npy,0
distractor1_img_168.npy,0
distractor1_img_169.npy,0
distractor1_img_170.npy,0
distractor1_img_171.npy,0
distractor1_img_172.npy,0
distractor1_img_173.npy,0
distractor1_img_174.npy,0
distractor1_img_175.npy,0
distractor1_img_176.npy,0
distractor1_img_177.npy,0
distractor1_img_178.npy,0
distractor1_img_179.npy,0
distractor1_img_180.npy,0
distractor1_img_181.npy,0
distractor1_img_182.npy,0
distractor1_img_183.npy,0
distractor1_img_184.npy,0
distractor1_img_185.npy,0
distractor1_img_186.npy,0
distractor1_img_187.npy,0
distractor1_img_188.npy,0
distractor1_img_189.npy,0
distractor1_img_190.npy,0
distractor1_img_191.npy,0
distractor1_img_192.npy,0
distractor1_img_193.npy,0
distractor1_img_194.npy,0
distractor1_img_195.npy,0
distractor1_img_196.npy,0
distractor1_img_197.npy,0
distractor1_img_198.npy,0
distractor1_img_199.npy,0
distractor1_img_200.npy,0
distractor1_img_201.npy,0
distractor1_img_202.npy,0
distractor1_img_203.npy,0
distractor1_img_204.npy,0
distractor1_img_205.npy,0
distractor1_img_206.npy,0
distractor1_img_207.npy,0
distractor1_img_208.npy,0
distractor1_img_209.npy,0
distractor1_img_210.npy,0
distractor1_img_211.npy,0
distractor1_img_212.npy,0
distractor1_img_213.npy,0
distractor1_img_214.npy,0
distractor1_img_215.npy,0
distractor1_img_216.npy,0
distractor1_img_217.npy,0
distractor1_img_218.npy,0
distractor1_img_219.npy,0
distractor1_img_220.npy,0
distractor1_img_221.npy,0
distractor1_img_222.npy,0
distractor1_img_223.npy,0
distractor1_img_224.npy,0
distractor1_img_225.npy,0
distractor1_img_226.npy,0
distractor1_img_227.npy,0
distractor1_img_228.npy,0
distractor1_img_229.npy,0
distractor1_img_230.npy,0
distractor1_img_231.npy,0
distractor1_img_232.npy,0
distractor1_img_233.npy,0
distractor1_img_234.npy,0
distractor1_img_235.npy,0
distractor1_img_236.npy,0
distractor1_img_237.npy,0
distractor1_img_238.npy,0
distractor1_img_239.npy,0
distractor1_img_240.npy,0
distractor1_img_241.npy,0
distractor1_img_242.npy,0
distractor1_img_243.npy,0
distractor1_img_244.npy,0
distractor1_img_245.npy,0
distractor1_img_246.npy,0
distractor1_img_247.npy,0
distractor1_img_248.npy,0
distractor1_img_249.npy,0
distractor1_img_250.npy,0
distractor1_img_251.npy,0
distractor1_img_252.npy,0
distractor1_img_253.npy,0
distractor1_img_254.npy,0
distractor1_img_255.npy,0
distractor1_img_256.npy,1
distractor1_img_257.npy,1
distractor1_img_258.npy,1
distractor1_img_259.npy,1
distractor1_img_260.npy,1
distractor1_img_261.npy,1
distractor1_img_262.npy,1
distractor1_img_263.npy,1
distractor1_img_264.npy,1
distractor1_img_265.npy,1
distractor1_img_266.npy,1
distractor1_img_267.npy,1
distractor1_img_268.npy,1
distractor1_img_269.npy,1
distractor1_img_270.npy,1
distractor1_img_271.npy,1
distractor1_img_272.npy,1
distractor1_img_273.npy,1
distractor1_img_274.npy,1
distractor1_img_275.npy,1
distractor1_img_276.npy,1
distractor1_img_277.npy,1
distractor1_img_278.npy,1
distractor1_img_279.npy,1
distractor1_img_280.npy,1
distractor1_img_281.npy,1
distractor1_img_282.npy,1
distractor1_img_283.npy,1
distractor1_img_284.npy,1
distractor1_img_285.npy,1
distractor1_img_286.npy,1
distractor1_img_287.npy,1
distractor1_img_288.npy,1
distractor1_img_289.npy,1
distractor1_img_290.npy,1
distractor1_img_291.npy,1
distractor1_img_292.npy,1
distractor1_img_293.npy,1
distractor1_img_294.npy,1
distractor1_img_295.npy,1
distractor1_img_296.npy,1
distractor1_img_297.npy,1
distractor1_img_298.npy,1
distractor1_img_299.npy,1
distractor1_img_300.npy,1
distractor1_img_301.npy,1
distractor1_img_302.npy,1
distractor1_img_303.npy,1
distractor1_img_304.npy,1
distractor1_img_305.npy,1
distractor1_img_306.npy,1
distractor1_img_307.npy,1
distractor1_img_308.npy,1
distractor1_img_309.npy,1
distractor1_img_310.npy,1
distractor1_img_311.npy,1
distractor1_img_312.npy,1
distractor1_img_313.npy,1
distractor1_img_314.npy,1
distractor1_img_315.npy,1
distractor1_img_316.npy,1
distractor1_img_317.npy,1
distractor1_img_318.npy,1
distractor1_img_319.npy,1
distractor1_img_320.npy,1
distractor1_img_321.npy,1
distractor1_img_322.npy,1
distractor1_img_323.npy,1
distractor1_img_324.npy,1
distractor1_img_325.npy,1
distractor1_img_326.npy,1
distractor1_img_327.npy,1
distractor1_img_328.npy,1
distractor1_img_329.npy,1
distractor1_img_330.npy,1
distractor1_img_331.npy,1
distractor1_img_332.npy,1
distractor1_img_333.npy,1
distractor1_img_334.npy,1
distractor1_img_335.npy,1
distractor1_img_336.npy,1
distractor1_img_337.npy,1
distractor1_img_338.npy,1
distractor1_img_339.npy,1
distractor1_img_340.npy,1
distractor1_img_341.npy,1
distractor1_img_342.npy,1
distractor1_img_343.npy,1
distractor1_img_344.npy,1
distractor1_img_345.npy,1
distractor1_img_346.npy,1
distractor1_img_347.npy,1
distractor1_img_348.npy,1
distractor1_img_349.npy,1
distractor1_img_350.npy,1
distractor1_img_351.npy,1
distractor1_img_352.npy,1
distractor1_img_353.npy,1
distractor1_img_354.npy,1
distractor1_img_355.npy,1
distractor1_img_356.npy,1
distractor1_img_357.npy,1
distractor1_img_358.npy,1
distractor1_img_359.npy,1
distractor1_img_360.npy,1
distractor1_img_361.npy,1
distractor1_img_362.npy,1
distractor1_img_363.npy,1
distractor1_img_364.npy,1
distractor1_img_365.npy,1
distractor1_img_366.npy,1
distractor1_img_367.npy,1
distractor1_img_368.npy,1
distractor1_img_369.npy,1
distractor1_img_370.npy,1
distractor1_img_371.npy,1
distractor1_img_372.npy,1
distractor1_img_373.npy,1
distractor1_img_374.npy,1
distractor1_img_375.npy,1
distractor1_img_376.npy,1
distractor1_img_377.npy,1
distractor1_img_378.npy,1
distractor1_img_379.npy,1
distractor1_img_380.npy,1
distractor1_img_381.npy,1
distractor1_img_382.npy,1
distractor1_img_383.npy,1
distractor1_img_384.npy,1
distractor1_img_385.npy,1
distractor1_img_386.npy,1
distractor1_img_387.npy,1
distractor1_img_388.npy,1
distractor1_img_389.npy,1
distractor1_img_390.npy,1
distractor1_img_391.npy,1
distractor1_img_392.npy,1
distractor1_img_393.npy,1
distractor1_img_394.npy,1
distractor1_img_395.npy,1
distractor1_img_396.npy,1
distractor1_img_397.npy,1
distractor1_img_398.npy,1
distractor1_img_399.npy,1
distractor1_img_400.npy,1
distractor1_img_401.npy,1
distractor1_img_402.npy,1
distractor1_img_403.npy,1
distractor1_img_404.npy,1
distractor1_img_405.npy,1
distractor1_img_406.npy,1
distractor1_img_407.npy,1
distractor1_img_408.npy,1
distractor1_img_409.npy,1
distractor1_img_410.npy,1
distractor1_img_411.npy,1
distractor1_img_412.npy,1
distractor1_img_413.npy,1
distractor1_img_414.npy,1
distractor1_img_415.npy,1
distractor1_img_416.npy,1
distractor1_img_417.npy,1
distractor1_img_418.npy,1
distractor1_img_419.npy,1
distractor1_img_420.npy,1
distractor1_img_421.npy,1
distractor1_img_422.npy,1
distractor1_img_423.npy,1
distractor1_img_424.npy,1
distractor1_img_425.npy,1
distractor1_img_426.npy,1
distractor1_img_427.npy,1
distractor1_img_428.npy,1
distractor1_img_429.npy,1
distractor1_img_430.npy,1
distractor1_img_431.npy,1
distractor1_img_432.npy,1
distractor1_img_433.npy,1
distractor1_img_434.npy,1
distractor1_img_435.npy,1
distractor1_img_436.npy,1
distractor1_img_437.npy,1
distractor1_img_438.npy,1
distractor1_img_439.npy,1
distractor1_img_440.npy,1
distractor1_img_441.npy,1
distractor1_img_442.npy,1
distractor1_img_443.npy,1
distractor1_img_444.npy,1
distractor1_img_445.npy,1
distractor1_img_446.npy,1
distractor1_img_447.npy,1
distractor1_img_448.npy,1
distractor1_img_449.npy,1
distractor1_img_450.npy,1
distractor1_img_451.npy,1
distractor1_img_452.npy,1
distractor1_img_453.npy,1
distractor1_img_454.npy,1
distractor1_img_455.npy,1
distractor1_img_456.npy,1
distractor1_img_457.npy,1
distractor1_img_458.npy,1
distractor1_img_459.npy,1
distractor1_img_460.npy,1
distractor1_img_461.npy,1
distractor1_img_462.npy,1
distractor1_img_463.npy,1
distractor1_img_464.npy,1
distractor1_img_465.npy,1
distractor1_img_466.npy,1
distractor1_img_467.npy,1
distractor1_img_468.npy,1
distractor1_img_469.npy,1
distractor1_img_470.npy,1
distractor1_img_471.npy,1
distractor1_img_472.npy,1
distractor1_img_473.npy,1
distractor1_img_474.npy,1
distractor1_img_475.npy,1
distractor1_img_476.npy,1
distractor1_img_477.npy,1
distractor1_img_478.npy,1
distractor1_img_479.npy,1
distractor1_img_480.npy,1
distractor1_img_481.npy,1
distractor1_img_482.npy,1
distractor1_img_483.npy,1
distractor1_img_484.npy,1
distractor1_img_485.npy,1
distractor1_img_486.npy,1
distractor1_img_487.npy,1
distractor1_img_488.npy,1
distractor1_img_489.npy,1
distractor1_img_490.npy,1
distractor1_img_491.npy,1
distractor1_img_492.npy,1
distractor1_img_493.npy,1
distractor1_img_494.npy,1
distractor1_img_495.npy,1
distractor1_img_496.npy,1
distractor1_img_497.npy,1
distractor1_img_498.npy,1
distractor1_img_499.npy,1
distractor1_img_500.npy,1
distractor1_img_501.npy,1
distractor1_img_502.npy,1
distractor1_img_503.npy,1
distractor1_img_504.npy,1
distractor1_img_505.npy,1
distractor1_img_506.npy,1
distractor1_img_507.npy,1
distractor1_img_508.npy,1
distractor1_img_509.npy,1
distractor1_img_510.npy,1
distractor1_img_511.npy,1
